Sno,Date,Day,Hour of Day,Trip Start Time HHMM,Pickup District, DropOff District,Distance Travelled,Trip Duration in Seconds,Trip End Time,Taxi Number,Taxi Type,Taxi Capacity,Number Of Passengers,Trip Fare,Passenger ID,Passenger Name
40225,20-Jan-24,Sat,8,08:31,Queenstown,Cairnhill,3.3,534,08:40,SHX4157,Standard,4,1,9.88,11710,Kenneth Wei
40226,20-Jan-24,Sat,8,08:32,Grange Road,Loyang,22.8,3415,09:28,SHY5810,Standard,4,3,41.37,10739,Trevor Liew
40227,20-Jan-24,Sat,8,08:32,Boat Quay,Bedok,15.8,2320,08:11,SHY8251,Standard,4,4,32.62,12108,Callum Choong
40228,20-Jan-24,Sat,8,08:34,Katong,Clementi Park,27.3,2956,09:23,SHY2443,Limosine,4,2,48.19,10699,Thelma Kung
40229,20-Jan-24,Sat,8,08:34,North Bridge Road,Hougang,12.5,1202,08:54,SHZ0775,Premier,5,1,24.47,11169,Sajan Golla
40230,20-Jan-24,Sat,8,08:34,Toa Payoh,Springleaf,15.7,2136,08:10,SHX4244,Standard,4,1,30.85,2876,Kan May Yoke Michelle
40231,20-Jan-24,Sat,8,08:35,Bukit Panjang,Pasir Ris,29.7,3630,09:34,SHZ9673,Maxi Cab,7,4,61.07,10114,Constance Tsui
40232,20-Jan-24,Sat,8,08:37,Cairnhill,Serangoon Garden,4.2,926,08:52,SHZ3681,Standard,4,1,12.84,12056,Ada Zhao
40233,20-Jan-24,Sat,8,08:38,City Hall,Cairnhill,7.9,879,08:52,SHX9313,Standard,4,2,17.26,10789,Grace Chng
40234,20-Jan-24,Sat,8,08:39,Sengkang,Bishan,2.4,587,08:48,SHX0399,Mini Cab,3,2,8.6,10900,Charles Khoo
40235,20-Jan-24,Sat,8,08:40,Braddell,Springleaf,15.2,2585,09:22,SHY2966,Standard,4,1,34.53,10542,Nora Lim
40236,20-Jan-24,Sat,8,08:41,Cairnhill,Tanglin,10.6,1178,08:00,SHX4103,Standard,4,1,21.73,10565,Mahendra Sekhon
40237,20-Jan-24,Sat,8,08:42,Novena,Thomson,1.3,346,08:48,SHY8469,Standard,4,3,6.15,10775,Eric Ee
40238,20-Jan-24,Sat,8,08:42,Rocher,Admiralty Drive,13.5,1665,08:10,SHY4842,Maxi Cab,6,5,28.48,11401,Carol Shin
40239,20-Jan-24,Sat,8,08:43,Balmoral,Grange Road,1.5,406,08:50,SHY4388,Standard,4,1,6.47,11266,Betty Deng
40240,20-Jan-24,Sat,8,08:43,Seletar,Bouna Vista,18,2479,09:23,SHY2966,Standard,4,1,38.45,11681,Stuart Ko
40241,20-Jan-24,Sat,8,08:43,River Valley,Bukit Panjang,18,2729,09:28,SHY1757,Limosine,4,1,36.49,12278,Nicola Rao
40242,20-Jan-24,Sat,8,08:44,Chinatown,Toa Payoh,10.2,1240,08:04,SHZ8248,Mini Cab,3,2,23.12,11329,Douglas Peng
40243,20-Jan-24,Sat,8,08:45,Serangoon Road,Sengkang,4.4,733,08:57,SHZ0818,Maxi Cab,7,6,11.16,10302,Eric Liao
40244,20-Jan-24,Sat,8,08:45,Changi,Harbourfront,15.8,3194,09:38,SHY3356,Maxi Cab,6,5,37.08,11130,Lilian Zhai
40245,20-Jan-24,Sat,8,08:47,Hume Avenue,Amber Road,28.6,2618,09:29,SHY5709,Standard,4,3,48.01,12058,Jonathan Pang
40246,20-Jan-24,Sat,8,08:47,Middle Road,Boat Quay,4.3,770,08:00,SHX2511,Standard,4,3,11.95,5108,Cho Wee Weng
40247,20-Jan-24,Sat,8,08:47,Hillview,Tanjong Pagar,11.3,1677,08:15,SHZ5227,Mini Cab,3,1,25.48,10480,Lewis Guo
40248,20-Jan-24,Sat,8,08:50,Geylang,Springleaf,22.7,3051,09:40,SHY2377,Mini Cab,4,4,44.98,11052,Toni Ku
40249,20-Jan-24,Sat,8,08:51,Tanjong Rhu,Kranji,4.7,912,08:06,SHX8996,Limosine,4,4,12.75,11817,Alan Hong
40250,20-Jan-24,Sat,8,08:52,Hougang,Kew Drive,7.2,1382,08:15,SHZ6343,Mini Cab,3,3,16.65,11531,Ruby Tay
40251,20-Jan-24,Sat,8,08:52,Killiney,Clementi,13.6,1128,08:11,SHX4094,Mini Cab,4,1,24.8,4567,Abdul Zaidi
40252,20-Jan-24,Sat,8,08:54,Woodgrove,Marine Parade,5.8,920,08:10,SHZ2972,Mini Cab,3,3,13.49,10760,Ivor An
40253,20-Jan-24,Sat,8,08:56,Bukit Batok ,Keppel,16.9,2235,09:32,SHY3565,Limosine,4,1,35.05,12129,Marjorie Soe
40254,20-Jan-24,Sat,8,08:56,Yishun,Suntec City,11.5,1711,09:23,SHY2772,Mini Cab,4,4,24.75,12100,Rishi Gill
40256,20-Jan-24,Sat,8,08:57,Woodgrove,Woodlands,1.3,336,08:03,SHX8368,Standard,4,1,5.89,11224,Hilda Tan
40257,20-Jan-24,Sat,8,08:57,River Valley,Tuas,16,2024,09:30,SHY3130,Standard,4,1,30.84,11559,Gareth Liew
40258,20-Jan-24,Sat,8,08:58,Choa Chu Kang,Yishun,22.1,2570,09:40,SHY8474,Standard,4,1,47.03,10831,Sarah Liang
40259,20-Jan-24,Sat,8,08:59,Watten Estate,Upper Bukit Timah,4.4,777,08:12,SHX3153,Maxi Cab,7,1,11.86,10983,Timothy Qi
40260,20-Jan-24,Sat,8,08:59,Beach Road,Clementi Park,10,1914,09:30,SHY1121,Limosine,4,3,21.51,11024,Navi Aurora
40261,20-Jan-24,Sat,8,08:59,Rocher,Boat Quay,4.3,748,08:11,SHZ6343,Mini Cab,3,2,11.48,12138,Denise Png
40262,20-Jan-24,Sat,8,08:00,Woodlands,Middle Road,12,1790,09:28,SHZ7300,Standard,4,4,26.92,10411,Marjorie Yin
40263,20-Jan-24,Sat,8,08:02,Clementi,Farrer Park,15,2116,09:36,SHY4290,Standard,4,2,29.18,12184,Dennis Fu
40264,20-Jan-24,Sat,8,08:03,Telok Blangah,Clementi,13.8,1695,09:30,SHY9777,Limosine,4,1,28.18,11542,Alexander Tanaka
40265,20-Jan-24,Sat,8,08:03,Eunos,Braddell ,2.3,536,08:12,SHY5810,Standard,4,1,8.29,12060,Jonathan Seo
40266,20-Jan-24,Sat,8,08:03,Marine Parade,Redhill,12.5,1825,09:33,SHY4765,Premier,4,1,24.99,11995,Trevor Jing
40267,20-Jan-24,Sat,8,08:04,Meyer,Ponggol,6.1,1081,09:21,SHY8962,Mini Cab,3,2,13.94,11983,Alfred Xue
40268,20-Jan-24,Sat,8,08:05,High Street,Balmoral,3.1,601,08:15,SHX8996,Limosine,4,2,9.8,11872,Irene Tang
40269,20-Jan-24,Sat,8,08:05,North Bridge Road,Harbourfront,7.8,1313,09:26,SHZ7886,Standard,4,1,19.4,12088,Irene Yip
40270,20-Jan-24,Sat,8,08:06,Loyang,Tiong Bahru,17.1,1825,09:35,SHX8229,Mini Cab,3,1,33.32,11263,Craig Koo
40271,20-Jan-24,Sat,8,08:07,Moulmein,Hougang,16.1,1958,09:38,SHX5835,Standard,4,1,32.81,11510,Tarik Qadir
40272,20-Jan-24,Sat,8,08:07,Serangoon Garden,Ardmore,13.5,1603,09:33,SHY2915,Standard,4,1,26.11,11007,Maya Golla
40273,20-Jan-24,Sat,8,08:08,Lim Chu Kang,Thomson,21.5,3105,09:59,SHY0745,Standard,4,2,38.43,10758,Rosina Chen
40274,20-Jan-24,Sat,8,08:08,City Hall,Katong,16,1853,09:38,SHZ8918,Mini Cab,3,1,28.64,11984,Laurence Toh
40275,20-Jan-24,Sat,8,08:09,Lim Chu Kang,Boon Lay,3.2,707,08:21,SHY6373,Premier,4,3,9.81,10812,Lillian Tanaka
40276,20-Jan-24,Sat,8,08:10,Bukit Timah,Cecil,7.2,1094,09:27,SHZ1171,Maxi Cab,6,4,16.86,11905,Ronald Phang
40277,20-Jan-24,Sat,8,08:11,Grange Road,Boat Quay,7.2,998,09:27,SHZ7886,Standard,4,1,17.02,12331,Sajan Chand
40278,20-Jan-24,Sat,8,08:12,Eunos,Cairnhill,8.9,1062,09:29,SHX6145,Mini Cab,4,4,19.4,12296,Prabhakar Bhavsar
40279,20-Jan-24,Sat,8,08:13,Pasir Ris,Bugis,19.5,2863,09:59,SHX5447,Mini Cab,4,2,35.72,10847,Kay Fu
40280,20-Jan-24,Sat,8,08:13,Watten Estate,Meyer,23.5,3877,09:16,SHX5482,Limosine,4,2,49.57,10881,Benjamin Mok
40281,20-Jan-24,Sat,8,08:14,Tengah,Potong Pasir,27.7,4199,10:22,SHZ4131,Mini Cab,3,1,50.63,11420,Tracey Seah
40282,20-Jan-24,Sat,8,08:14,Serangoon Road,Bishan,3,737,09:25,SHY6405,Standard,4,4,9.6,11871,Liam Lei
40283,20-Jan-24,Sat,8,08:14,Marine Parade,Watten Estate,22.8,2405,09:53,SHX5811,Premier,4,4,38.36,12114,Robin Chan
40284,20-Jan-24,Sat,8,08:15,Woodlands,Geylang,4.5,852,09:28,SHY9209,Limosine,4,4,12.18,11897,Ivor Mak
40285,20-Jan-24,Sat,8,08:16,High Street,Toa Payoh,9.3,1156,09:35,SHY2548,Mini Cab,3,3,21.7,11858,Clifford Xiong
40286,20-Jan-24,Sat,8,08:19,Potong Pasir,Tengah,25.7,2965,09:07,SHY8248,Mini Cab,4,4,52.38,10869,Sarah Zhang
40287,20-Jan-24,Sat,8,08:19,Springleaf,Braddell,15.3,1817,09:48,SHX5280,Maxi Cab,7,6,30.64,10072,Gloria Li
40288,20-Jan-24,Sat,8,08:20,Novena,Paya Lebar ,18.7,2077,09:54,SHZ2770,Mini Cab,4,4,37.39,10871,Muriel Quek
40289,20-Jan-24,Sat,8,08:21,Balestier,Thomson,1.3,399,09:27,SHZ7886,Standard,4,1,6.12,10031,Patrick Pang
40290,20-Jan-24,Sat,8,08:21,Bayshore,Clementi Park,27.6,3490,09:18,SHY2966,Standard,4,3,55.65,10990,Pamela Che
40291,20-Jan-24,Sat,9,09:23,Tiong Bahru,Sungei Gedong,15.6,2083,09:58,SHZ7952,Standard,4,3,33.6,10624,Mary Chong
40292,20-Jan-24,Sat,9,09:25,Woodlands,Hillview,22.4,2988,09:14,SHY8246,Premier,5,5,45.63,10112,Trevor Zhou
40293,20-Jan-24,Sat,9,09:25,Golden Mile,Paya Lebar ,15.2,1986,09:58,SHX0541,Mini Cab,4,1,30.75,11057,Linda Ye
40294,20-Jan-24,Sat,9,09:26,Potong Pasir,People’s Park,11.7,1186,09:46,SHX8923,Standard,4,3,22.44,10134,Onkar Bhattacharyya
40295,20-Jan-24,Sat,9,09:26,Cecil,Bukit Batok ,14.1,1870,09:58,SHY7967,Limosine,4,1,25.81,11940,Lee Kwa
40296,20-Jan-24,Sat,9,09:28,Sungei Gedong,Pasir Panjang,4.9,914,09:43,SHX6044,Standard,4,2,13.37,11104,Steven Won
40297,20-Jan-24,Sat,9,09:28,Pasir Panjang,Havelock Road,11.6,1224,09:48,SHY5616,Limosine,4,1,22.4,10442,Jennifer Sim
40298,20-Jan-24,Sat,9,09:28,City Hall,Sungei Gedong,13.8,1618,09:55,SHZ7452,Standard,4,1,30.01,12438,Beryl Boon
40299,20-Jan-24,Sat,9,09:29,Sengkang,Tiong Bahru,7.8,1097,09:47,SHX2553,Standard,4,2,18.5,11129,Norah Lao
40300,20-Jan-24,Sat,9,09:29,Orchard Boulevard,Newton,2.4,482,09:37,SHY9000,Mini Cab,4,1,7.58,11526,Naomi Hwang
40301,20-Jan-24,Sat,9,09:29,Pasir Ris,Bukit Panjang,31.4,3846,10:33,SHY4550,Premier,4,4,62.8,12281,Maria Seo
40302,20-Jan-24,Sat,9,09:30,Tagore,Bencoolen Road,8.4,1006,09:47,SHY4550,Premier,4,2,17.3,12254,Ann Yeow
40303,20-Jan-24,Sat,9,09:32,Tampines,Yio Chu Kang,10.6,1609,09:59,SHX3153,Maxi Cab,7,7,21.5,11924,Sheila Fok
40304,20-Jan-24,Sat,9,09:32,Bedok,Little India,12.4,1714,09:01,SHZ8297,Standard,4,1,28.01,11744,Sarah Pan
40305,20-Jan-24,Sat,9,09:32,North Bridge Road,Tengah,12.7,1748,09:02,SHX0830,Limosine,4,2,26.73,10689,Rosie Sim
40306,20-Jan-24,Sat,9,09:33,Tengah,Kranji,23.3,1817,09:03,SHY7220,Mini Cab,4,4,43.48,11870,Olive Jing
40307,20-Jan-24,Sat,9,09:35,Farrer Park,Chai Chee,11.4,1702,09:04,SHY8962,Mini Cab,3,2,24.49,10807,Christine Chai
40308,20-Jan-24,Sat,9,09:37,Serangoon Garden,Loyang,10.7,1721,09:05,SHY9716,Limosine,4,2,26.31,11092,Ida Qiu
40309,20-Jan-24,Sat,9,09:37,Tanjong Rhu,Redhill,11.8,1724,09:06,SHX1954,Standard,4,1,25.48,11663,Ravi Menon
40310,20-Jan-24,Sat,9,09:38,Choa Chu Kang,Tanjong Rhu,26.1,2714,10:23,SHZ8671,Standard,4,2,51.65,11000,Dorothy Loh
40311,20-Jan-24,Sat,9,09:38,Ponggol,Thomson,3,520,09:47,SHZ7283,Standard,4,1,8.6,10550,Julian Ren
40312,20-Jan-24,Sat,9,09:39,Woodlands,Balestier,4,723,09:51,SHY5510,Standard,4,2,10.55,11526,Naomi Hwang
40313,20-Jan-24,Sat,9,09:40,Woodlands,Grange Road,14.6,2457,10:20,SHY4279,Standard,4,1,31.21,10163,Sheila Yin
40314,20-Jan-24,Sat,9,09:41,Boon Lay,Kew Drive,28,2102,09:16,SHX7554,Standard,4,3,48.42,11846,Dawn Jin
40315,20-Jan-24,Sat,9,09:41,Ang Mo Kio,Amber Road,8.3,1056,09:59,SHZ3746,Standard,4,2,18.64,10618,Ellen Seo
40316,20-Jan-24,Sat,9,09:43,Yishun,Moulmein,16.4,2437,10:22,SHY6201,Standard,4,1,35.59,10783,Matthew Chng
40317,20-Jan-24,Sat,9,09:43,Eunos,Kranji,4.2,778,09:56,SHY7702,Mini Cab,4,3,10.81,10684,Norman Jing
40318,20-Jan-24,Sat,9,09:44,Jurong,Bugis,11.6,2077,09:19,SHY8339,Standard,4,1,23.44,10047,Dylan Quek
40319,20-Jan-24,Sat,9,09:45,Toa Payoh,Clementi Park,17.9,3111,10:36,SHX6044,Standard,4,1,42,11825,Terry Leng
40320,20-Jan-24,Sat,9,09:46,Keppel,Choa Chu Kang,17,2113,10:20,SHY7111,Standard,4,1,35.35,10501,Alan Weng
40321,20-Jan-24,Sat,9,09:46,Middle Road,Hillview,13.7,1818,09:16,SHX6319,Standard,4,1,28.51,10606,Timothy Aung
40322,20-Jan-24,Sat,9,09:46,Kembangan,Tanjong Rhu,1.8,406,09:53,SHZ8297,Standard,4,2,6.6,12345,Leonard Mak
40323,20-Jan-24,Sat,9,09:47,Yishun,Flora,8.3,1183,09:06,SHY2282,Premier,4,1,18.33,12059,Tom Chang
40324,20-Jan-24,Sat,9,09:47,Shenton Way,Braddell,11.1,1961,09:20,SHX6011,Mini Cab,4,1,26.68,11553,Thomas Cheng
40325,20-Jan-24,Sat,9,09:48,Boat Quay,Sembawang,9.7,1574,09:14,SHX1314,Mini Cab,3,2,21.11,10722,Joshua Yeung
40326,20-Jan-24,Sat,9,09:48,Toa Payoh,Dunearn Road,12.4,1972,10:20,SHY2440,Premier,4,2,26.42,10899,Sandra Lim
40327,20-Jan-24,Sat,9,09:48,Tengah,Tuas,3.1,660,09:59,SHY9142,Mini Cab,4,1,8.95,11610,Henry Fang
40328,20-Jan-24,Sat,9,09:49,Hong Leong Garden,Bugis,9.9,1737,09:18,SHY5882,Limosine,4,3,23.53,11964,Malcolm Pang
40329,20-Jan-24,Sat,9,09:49,Braddell ,Kew Drive,4.8,912,09:04,SHX0791,Standard,4,1,13.12,12149,Jake Tan
40330,20-Jan-24,Sat,9,09:50,Tampines,Middle Road,20.8,2586,10:32,SHY9209,Limosine,4,2,40.02,10252,Ryan Xiong
40331,20-Jan-24,Sat,9,09:50,Telok Blangah,Anson,6.3,1115,09:09,SHY1121,Limosine,4,1,14.92,11379,Margery Huang
40332,20-Jan-24,Sat,9,09:50,Hougang,Orchard Boulevard,14.9,1835,10:20,SHZ7452,Standard,4,2,29.22,11183,Jack Yun
40333,20-Jan-24,Sat,9,09:50,West Coast,Holland Road,6.1,1082,09:08,SHY0107,Mini Cab,3,2,15.51,10329,Matthew Xiong
40334,20-Jan-24,Sat,9,09:53,Telok Blangah,Bedok,15.4,1987,10:25,SHY1148,Limosine,4,2,25.88,10392,Garry Han
40335,20-Jan-24,Sat,9,09:56,Bencoolen Road,Dover,9.4,1619,10:22,SHZ8671,Standard,4,3,18.8,10126,Matthew Feng
40336,20-Jan-24,Sat,9,09:56,Sungei Gedong,Bedok,32,4545,10:11,SHY8339,Standard,4,2,55.28,10950,Gladys Fu
40337,20-Jan-24,Sat,9,09:57,Bencoolen Road,Queenstown,4.1,650,09:08,SHY9787,Limosine,4,3,9.88,10680,Umar Ghazi
40338,20-Jan-24,Sat,9,09:58,Orchard,Ulu Pandan,17.3,2316,10:36,SHX5731,Mini Cab,3,1,28.04,11151,Philip Sim
40339,20-Jan-24,Sat,9,09:58,Simei,Upper Bukit Timah,30.2,4135,10:06,SHY3876,Standard,4,1,48.97,10648,Bessie Kai
40340,20-Jan-24,Sat,9,09:58,Chancery ,Seletar,14.5,1989,10:31,SHX9197,Standard,4,2,28.07,12092,Louise Au
40341,20-Jan-24,Sat,9,09:00,Admiralty Road,Thomson,4.4,755,09:12,SHY1429,Standard,4,1,10.1,10507,Ralph So
40342,20-Jan-24,Sat,9,09:00,Springleaf,Tiong Bahru,11.3,1595,10:26,SHY2377,Mini Cab,4,3,20.73,10336,June Xu
40343,20-Jan-24,Sat,9,09:04,Grange Road,Shenton Way,2.4,542,09:13,SHX8772,Standard,4,4,7.8,10123,Derek Jin
40344,20-Jan-24,Sat,9,09:04,Holland Road,Orchard Boulevard,1.3,402,09:11,SHY2282,Premier,4,3,5.9,10258,William Lee
40345,20-Jan-24,Sat,9,09:05,Shenton Way,Bukit Panjang,9.7,1580,10:31,SHX7533,Maxi Cab,7,6,19.53,11358,Hannah Lan
40346,20-Jan-24,Sat,9,09:06,Upper Thomson,Woodgrove,18.9,1988,10:38,SHY1493,Limosine,4,1,29.47,10979,Iris Qu
40347,20-Jan-24,Sat,9,09:09,Grange Road,Bukit Panjang,8.6,1370,10:30,SHX5562,Limosine,4,2,19.19,12205,Joseph Ji
40348,20-Jan-24,Sat,9,09:10,Admiralty Drive,Queenstown,10.2,1346,10:32,SHZ9458,Standard,4,4,14.88,10999,Jamie Lim
40349,20-Jan-24,Sat,9,09:10,City Hall,Tuas,10.9,1177,10:29,SHY9787,Limosine,4,2,17.57,11195,William Chee
40350,20-Jan-24,Sat,9,09:12,Tanjong Rhu,West Coast,24.9,3621,10:11,SHX6464,Premier,4,3,44.99,10020,Samuel Foo
40351,20-Jan-24,Sat,9,09:13,Serangoon Garden,Shenton Way,12.5,1493,10:37,SHX2394,Standard,4,1,21.42,11593,Craig Qian
40352,20-Jan-24,Sat,9,09:13,Yio Chu Kang,Harbourfront,4.9,773,10:25,SHY1409,Standard,4,4,10.95,12232,Samuel Wei
40353,20-Jan-24,Sat,9,09:13,Newton,Sims,21,2630,10:56,SHY2975,Standard,4,1,35.72,12105,Jake Kwee
40354,20-Jan-24,Sat,9,09:14,Joo Chiat,Upper Thomson,23.1,2415,10:53,SHX9385,Standard,4,4,37.71,12193,Wilfred Tang
40355,20-Jan-24,Sat,9,09:18,Watten Estate,Shenton Way,4.8,805,10:30,SHY7734,Maxi Cab,6,6,11.38,11708,Trevor Weng
40356,20-Jan-24,Sat,9,09:18,Harbourfront,Ulu Pandan,16.7,2412,10:57,SHY4290,Standard,4,4,30.22,12188,Rodney Cai
40357,20-Jan-24,Sat,10,10:20,Bencoolen Road,Sembawang,12.6,1750,10:50,SHX5961,Maxi Cab,6,3,23.99,11843,Dennis Lin
40358,20-Jan-24,Sat,10,10:22,Bouna Vista,Woodlands,20.2,2764,10:08,SHY0224,Standard,4,1,36.72,11500,Eva Jang
40359,20-Jan-24,Sat,10,10:24,Kembangan,Clementi,23.5,2887,10:12,SHZ2770,Mini Cab,4,1,38.31,11178,Judith Gong
40360,20-Jan-24,Sat,10,10:25,Rocher,Potong Pasir,13.2,1930,10:57,SHY0519,Maxi Cab,6,4,24.71,12259,Brian Rao
40361,20-Jan-24,Sat,10,10:25,Dover,Balestier,15.5,2228,10:03,SHY8033,Maxi Cab,7,1,29.64,10651,Jill Chan
40362,20-Jan-24,Sat,10,10:26,Chinatown,Balestier,11.1,1997,10:59,SHZ0685,Standard,4,4,22.97,11371,Alexandra Gan
40363,20-Jan-24,Sat,10,10:29,West Coast,Paya Lebar ,21.4,2616,10:13,SHZ8921,Standard,4,3,34.88,10258,William Lee
40364,20-Jan-24,Sat,10,10:30,Serangoon Road,Havelock Road,5.4,877,10:44,SHX5415,Standard,4,3,12.63,10178,Elizabeth Won
40365,20-Jan-24,Sat,10,10:30,Chancery ,Bukit Batok ,7.4,1390,10:53,SHY7734,Maxi Cab,6,3,14.62,10930,Natalie Lai
40366,20-Jan-24,Sat,10,10:30,Toa Payoh,Kembangan,7.7,1154,10:49,SHY2275,Maxi Cab,7,5,14.62,10861,Alec Jia
40367,20-Jan-24,Sat,10,10:34,Moulmein,Rocher,6,934,10:49,SHY0224,Standard,4,4,12.92,10638,Kenneth Zhu
40368,20-Jan-24,Sat,10,10:34,Bedok,Novena,25.1,2841,11:20,SHX7074,Mini Cab,3,3,40.39,10228,Sean Deng
40369,20-Jan-24,Sat,10,10:34,Grange Road,Suntec City,5.7,848,10:48,SHY7521,Mini Cab,3,1,12.08,12291,Dorothy Wang
40370,20-Jan-24,Sat,10,10:36,Paya Lebar ,Potong Pasir,2.1,531,10:45,SHY1121,Limosine,4,4,7.1,11604,Leslie Poh
40371,20-Jan-24,Sat,10,10:38,Springleaf,Rocher,6.8,1036,10:55,SHZ2957,Standard,4,4,14.36,10631,Craig Lau
40372,20-Jan-24,Sat,10,10:39,Hume Avenue,Eunos,25.7,4274,11:49,SHY0519,Maxi Cab,6,1,51.78,10835,Harriet Wei
40373,20-Jan-24,Sat,10,10:40,Amber Road,Golden Mile,18.3,1802,10:10,SHX8229,Mini Cab,3,1,32.65,10490,Judith Tse
40374,20-Jan-24,Sat,10,10:43,Killiney,Bugis,6.6,1268,10:04,SHZ4961,Standard,4,2,14.67,11927,Timothy Loke
40375,20-Jan-24,Sat,10,10:44,Kembangan,Kew Drive,3.9,803,10:57,SHZ5077,Standard,4,1,10.58,11448,Edith Quan
40376,20-Jan-24,Sat,10,10:44,Jurong,River Valley,15.6,1968,10:17,SHZ1715,Standard,4,1,26.71,11020,Charles Li
40377,20-Jan-24,Sat,10,10:45,Farrer Park,Sembawang,6,1041,10:02,SHY5510,Standard,4,1,12.28,11711,Ashley So
40378,20-Jan-24,Sat,10,10:45,Hougang,Bayshore,8.5,1300,10:06,SHY8074,Limosine,4,3,15.05,12396,Stephen Choi
40379,20-Jan-24,Sat,10,10:45,Jurong,Rocher,11.3,1745,10:14,SHY1860,Standard,4,4,21.17,10258,William Lee
40380,20-Jan-24,Sat,10,10:45,Tengah,Tanglin,8.8,1376,10:08,SHZ9410,Standard,4,4,17.98,10509,Maurice Choy
40381,20-Jan-24,Sat,10,10:49,Moulmein,West Coast,4.3,1008,10:05,SHY6715,Mini Cab,4,2,11.4,11758,Caroline Sim
40382,20-Jan-24,Sat,10,10:53,Clementi Park,Tiong Bahru,12.2,2160,11:28,SHX2609,Maxi Cab,7,6,22.85,10365,Gerard Dong
40383,20-Jan-24,Sat,10,10:00,Yishun,Chai Chee,7.3,1203,11:19,SHY7220,Mini Cab,4,1,13.92,10845,Jill Law
40384,20-Jan-24,Sat,10,10:01,Woodlands,Little India,4.6,943,10:17,SHX4592,Standard,4,3,10.43,10932,Tom Yuen
40385,20-Jan-24,Sat,10,10:03,Tuas,Sembawang,22,2905,11:50,SHZ5870,Premier,4,4,33.7,10305,Terence Xiang
40386,20-Jan-24,Sat,10,10:03,East Coast,Braddell,8.8,1432,11:26,SHY3356,Maxi Cab,6,1,16.1,11402,Alan Liu
40387,20-Jan-24,Sat,10,10:04,Eastwood,Bencoolen Road,16.6,2205,11:39,SHX1030,Mini Cab,4,4,27.6,11173,Margaret Tse
40388,20-Jan-24,Sat,10,10:04,Tuas,River Valley,17,2742,11:49,SHY4388,Standard,4,1,31.07,10976,Dorothy Tan
40389,20-Jan-24,Sat,10,10:06,Balestier,Joo Chiat,9.9,1576,11:32,SHY7967,Limosine,4,3,17.87,12260,Brandon Seah
40390,20-Jan-24,Sat,10,10:12,Pasir Panjang,Hume Avenue,1.9,503,11:20,SHY4188,Standard,4,2,6.56,12279,Habeeba Ahmed
40391,20-Jan-24,Sat,10,10:17,Orchard,Macpherson,7.6,1346,11:38,SHX1131,Mini Cab,4,1,15.83,11250,Frederick Ke
40392,20-Jan-24,Sat,10,10:17,Tanglin,Balestier,13.3,1694,11:44,SHZ5650,Standard,4,3,24.63,10283,Malcolm Choo
40393,20-Jan-24,Sat,10,10:17,Anson,West Coast,8.4,1254,11:37,SHX1778,Maxi Cab,7,1,14.66,12190,Shyla Warrior
40394,20-Jan-24,Sat,10,10:18,Katong,High Street,16.9,2523,11:59,SHZ2606,Maxi Cab,6,2,29.69,10424,Jack Ni
40395,20-Jan-24,Sat,10,10:18,Sims,Marina,12.8,1233,11:38,SHZ2123,Standard,4,4,20.17,12114,Robin Chan
40396,20-Jan-24,Sat,10,10:19,Marina,Simei,18.4,2226,11:55,SHY5396,Mini Cab,4,1,30.71,11676,George Eng
40397,20-Jan-24,Sat,11,11:19,Beach Road,Choa Chu Kang,14.2,1871,11:50,SHZ5353,Standard,4,2,21.57,11652,Josephine Ang
40398,20-Jan-24,Sat,11,11:19,Upper East Coast,Bugis,17.5,2224,11:56,SHY9485,Standard,4,1,27.27,11713,Ian Chan
40399,20-Jan-24,Sat,11,11:19,Bugis,Orchard Boulevard,5.6,764,11:32,SHY0745,Standard,4,1,11.38,12194,Rita Thia
40400,20-Jan-24,Sat,11,11:21,Orchard,Middle Road,6.5,798,11:34,SHZ7873,Limosine,4,1,11.04,11303,Elizabeth Shen
40401,20-Jan-24,Sat,11,11:21,Loyang,Boon Lay,30.9,4471,12:35,SHX3161,Standard,4,1,52.76,10544,Jesse Ye
40402,20-Jan-24,Sat,11,11:25,Seletar,Middle Road,10.3,1645,11:53,SHY1586,Standard,4,1,18.02,10935,Annie Huang
40403,20-Jan-24,Sat,11,11:32,Middle Road,Novena,6.6,1109,11:50,SHZ6022,Standard,4,3,13.82,10279,Marion Hwee
40404,20-Jan-24,Sat,11,11:35,People’s Park,Moulmein,8.4,1148,11:54,SHZ6071,Limosine,4,1,15.35,11009,Georgia Cheng
40405,20-Jan-24,Sat,11,11:35,Tuas,Joo Chiat,26.5,4024,12:41,SHX0106,Premier,4,2,43.06,10456,Roger Ling
40406,20-Jan-24,Sat,11,11:38,Raffles Place,Potong Pasir,12.8,1482,11:02,SHX1855,Mini Cab,3,2,18.4,12144,Morris Xie
40407,20-Jan-24,Sat,11,11:38,Ang Mo Kio,Orchard Boulevard,13.2,1553,11:04,SHY2975,Standard,4,1,19.54,10916,Jasmine Han
40408,20-Jan-24,Sat,11,11:39,Little India,Joo Chiat,10.7,1621,11:06,SHX7048,Premier,4,3,18.03,10739,Trevor Liew
40409,20-Jan-24,Sat,11,11:39,Sims,Braddell,6.1,1137,11:58,SHX5045,Limosine,4,1,13.56,11713,Ian Chan
40410,20-Jan-24,Sat,11,11:42,Tiong Bahru,Tuas,15,2230,12:18,SHX5407,Standard,4,1,24.65,11998,Suzanne Low
